Abiotrophia_defectiva
Leptothrix_sp_oral_taxon_025
Leptotrichia_Genus_probe_1
Leptotrichia_Genus_probe_2
Leptotrichia_Genus_probe_3
Leptotrichia_Genus_probe_4
Leptotrichia_goodfellowii
Leptotrichia_hongkongensis
Leptotrichia_shahii
Leptotrichia_sp_oral_taxon_212
Leptotrichia_sp_oral_taxon_215
Leptotrichia_sp_oral_taxon_217
Leptotrichia_sp_oral_taxon_218
Leptotrichia_sp_oral_taxon_219
Leptotrichia_sp_oral_taxon_221
Leptotrichia_sp_oral_taxon_223
Leptotrichia_sp_oral_taxon_392
Leptotrichia_sp_oral_taxon_417
Leptotrichia_sp_oral_taxon_462
Leptotrichia_sp_oral_taxon_463
Leptotrichia_sp_oral_taxon_498
Leptotrichia_sp_oral_taxon_847
Leptotrichia_sp_oral_taxon_879
Leptotrichia_wadei
Leptotrichiaceae[G-1]_sp_oral_taxon_210
Leptotrichiaceae[G-1]_sp_oral_taxon_220
Leptotrichiaceae_Genus_probe
Listeria_Genus_probe
Lysinibacillus_Genus_probe
Lysinibacillus_fusiformis
Megasphaera_micronuciformis
Megasphaera_sp_oral_taxon_123
Megasphaera_sp_oral_taxon_841
Microbacterium_sp_oral_taxon_185
Mitsuokella_Genus_probe
Mitsuokella_multacida
Mitsuokella_sp_oral_taxon_131
Mitsuokella_sp_oral_taxon_521
Mobiluncus_Genus_probe
Mobiluncus_mulieris
Mogibacterium_Genus_probe
Mogibacterium_diversum
Mogibacterium_pumilum
Mogibacterium_timidum
Mollicutes[G-1]_sp_oral_taxon_504
Mollicutes[G-2]_sp_oral_taxon_906
Moraxella_Genus_probe_1
Moraxella_Genus_probe_2
Mycobacterium_Genus_probe
Mycobacterium_leprae
Mycoplasma_Genus_probe
Mycoplasma_buccale
Mycoplasma_faucium
Mycoplasma_fermentans
Mycoplasma_genitalium
Mycoplasma_hominis
Mycoplasma_lipophilum
Mycoplasma_orale
Mycoplasma_pneumoniae
Mycoplasma_salivarium
Neisseria_Genus_probe_1
Neisseria_Genus_probe_2
Neisseria_bacilliformis
Neisseria_elongata
Neisseria_flavescens
Neisseria_gonorrhoeae
Neisseria_lactamica
Neisseria_meningitidis
Neisseria_pharyngis
Neisseria_sicca
Neisseria_sp_oral_taxon_018
Neisseria_sp_oral_taxon_020
Neisseria_sp_oral_taxon_499
Neisseria_sp_oral_taxon_523
Neisseria_subflava
Neisseria_weaveri
Olsenella_Genus_probe
Olsenella_profusa
Olsenella_sp_oral_taxon_807
Olsenella_sp_oral_taxon_809
Olsenella_uli
Oribacterium_Genus_probe
Oribacterium_sinus
Oribacterium_sp_oral_taxon_102
Oribacterium_sp_oral_taxon_108
Ottowia_sp_oral_taxon_894
Paenibacillus_Genus_probe
Paenibacillus_sp_oral_taxon_786
Parascardovia_denticolens
Parvimonas_Genus_probe
Parvimonas_micra
Parvimonas_sp_oral_taxon_110
Peptococcus_sp_oral_taxon_167
Peptococcus_sp_oral_taxon_168
Peptoniphilus_Genus_probe
Peptoniphilus_asaccharolyticus
Peptoniphilus_indolicus
Peptoniphilus_lacrimalis
Peptoniphilus_sp_oral_taxon_375
Peptoniphilus_sp_oral_taxon_386
Peptoniphilus_sp_oral_taxon_836
Peptostreptococcaceae[11][G-1]_sp_oral_taxon_383
Peptostreptococcaceae[11][G-2]_sp_oral_taxon_091
Peptostreptococcaceae[11][G-3]_sp_oral_taxon_382
Peptostreptococcaceae[11][G-3]_sp_oral_taxon_495
Peptostreptococcaceae[11][G-4]_sp_oral_taxon_103
Peptostreptococcaceae[11][G-4]_sp_oral_taxon_369
Peptostreptococcaceae[11][G-5]_sp_oral_taxon_493
Peptostreptococcaceae[11][G-7]_sp_oral_taxon_081
Peptostreptococcaceae[11][G-7]_sp_oral_taxon_106
Peptostreptococcaceae[13][G-1]_sp_oral_taxon_113
Peptostreptococcaceae[13][G-2]_sp_oral_taxon_790
Peptostreptococcus_Genus_probe
Peptostreptococcus_anaerobius
Peptostreptococcus_stomatis
Porphyromonas_Genus_probe_1
Porphyromonas_Genus_probe_2
Porphyromonas_Genus_probe_3
Porphyromonas_asaccharolytica
Porphyromonas_catoniae
Porphyromonas_endodontalis
Porphyromonas_gingivalis
Porphyromonas_sp_oral_taxon_275
Porphyromonas_sp_oral_taxon_277
Porphyromonas_sp_oral_taxon_278
Porphyromonas_sp_oral_taxon_279
Porphyromonas_sp_oral_taxon_284
Porphyromonas_sp_oral_taxon_285
Porphyromonas_sp_oral_taxon_395
Porphyromonas_uenonis
Prevotella_Genus_probe_1
Prevotella_Genus_probe_2
Prevotella_baroniae
Prevotella_bivia
Prevotella_buccae
Prevotella_buccalis
Prevotella_dentalis
Prevotella_denticola
Prevotella_enoeca
Prevotella_fusca
Prevotella_histicola
Prevotella_intermedia
Prevotella_loescheii
Prevotella_maculosa
Prevotella_marshii
Prevotella_melaninogenica
Prevotella_micans
Prevotella_multiformis
Prevotella_multisaccharivorax
Prevotella_nigrescens
Prevotella_oralis
Prevotella_oris
Prevotella_oulorum
Prevotella_pallens
Prevotella_pleuritidis
Prevotella_saccharolytica
Prevotella_salivae
Prevotella_scopos
Prevotella_shahii
Prevotella_sp_oral_taxon_292
Prevotella_sp_oral_taxon_293
Prevotella_sp_oral_taxon_296
Prevotella_sp_oral_taxon_300
Prevotella_sp_oral_taxon_301
Prevotella_sp_oral_taxon_304
Prevotella_sp_oral_taxon_305
Prevotella_sp_oral_taxon_306
Prevotella_sp_oral_taxon_309
Prevotella_sp_oral_taxon_310
Prevotella_sp_oral_taxon_315
Prevotella_sp_oral_taxon_317
Prevotella_sp_oral_taxon_376
Prevotella_sp_oral_taxon_396
Prevotella_sp_oral_taxon_443
Prevotella_sp_oral_taxon_472
Prevotella_sp_oral_taxon_475
Prevotella_sp_oral_taxon_515
Prevotella_sp_oral_taxon_526
Prevotella_sp_oral_taxon_820
Prevotella_veroralis
Propionibacterium_Genus_probe
Propionibacterium_acidifaciens
Propionibacterium_acnes
Propionibacterium_avidum
Propionibacterium_propionicum
Propionibacterium_sp_oral_taxon_192
Propionibacterium_sp_oral_taxon_193
Propionibacterium_sp_oral_taxon_194
Propionibacterium_sp_oral_taxon_915
Proteus_Genus_probe
Proteus_mirabilis
Pseudomonas_Genus_probe
Pseudomonas_aeruginosa
Pseudomonas_fluorescens
Pseudomonas_otitidis
Pseudomonas_sp_oral_taxon_032
Pseudoramibacter_alactolyticus
Pyramidobacter_piscolens
Rhodocyclus_sp_oral_taxon_028
Rothia_Genus_probe
Rothia_aeria
Rothia_dentocariosa
Rothia_mucilaginosa
SR1[G-1]_sp_oral_taxon_345
SR1[G-1]_sp_oral_taxon_874
SR1[G-1]_sp_oral_taxon_875
SR1_Genus_probe
Sanguibacter_Genus_probe
Scardovia_Genus_probe
Scardovia_inopinata
Scardovia_wiggsiae
Selenomonas_&_Centipeda_Genus_probe
Selenomonas_Genus_probe_1
Selenomonas_Genus_probe_2
Selenomonas_artemidis
Selenomonas_dianae
Selenomonas_flueggei
Selenomonas_noxia
Selenomonas_sp_oral_taxon_133
Selenomonas_sp_oral_taxon_134
Selenomonas_sp_oral_taxon_136
Selenomonas_sp_oral_taxon_137
Selenomonas_sp_oral_taxon_138
Selenomonas_sp_oral_taxon_143
Selenomonas_sp_oral_taxon_146
Selenomonas_sp_oral_taxon_149
Selenomonas_sp_oral_taxon_388
Selenomonas_sp_oral_taxon_442
Selenomonas_sp_oral_taxon_478
Selenomonas_sp_oral_taxon_501
Selenomonas_sputigena
Shuttleworthia_satelles
Simonsiella_muelleri
Slackia_Genus_probe
Slackia_exigua
Sneathia_amnionii
Sneathia_sanguinegens
Solobacterium_moorei
Sphingomonas_Genus_probe
Staphylococcus_Genus_probe_1
Staphylococcus_Genus_probe_2
Staphylococcus_Genus_probe_3
Stenotrophomonas_maltophilia
Stomatobaculum_longum
Stomatobaculum_sp_oral_taxon_097
Stomatobaculum_sp_oral_taxon_373
Stomatobaculum_sp_oral_taxon_910
Streptococcus_Genus_probe_1
Streptococcus_Genus_probe_2
Streptococcus_Genus_probe_3
Streptococcus_Genus_probe_4
Streptococcus_agalactiae
Streptococcus_anginosus
Streptococcus_constellatus
Streptococcus_cristatus
Streptococcus_downei
Streptococcus_intermedius
Streptococcus_mutans
Streptococcus_parasanguinis_II
Streptococcus_pyogenes
Streptococcus_sanguinis
Streptococcus_sobrinus
Streptococcus_sp_oral_taxon_064
Streptococcus_sp_oral_taxon_066
Streptococcus_sp_oral_taxon_068
Streptococcus_sp_oral_taxon_069
Streptococcus_sp_oral_taxon_431
Streptococcus_sp_oral_taxon_486
Streptococcus_sp_oral_taxon_487
Syntrophomonadaceae[8][G-1]_sp_oral_taxon_435
TM7[G-1]_sp_oral_taxon_346
TM7[G-1]_sp_oral_taxon_347
TM7[G-1]_sp_oral_taxon_348
TM7[G-1]_sp_oral_taxon_349
TM7[G-1]_sp_oral_taxon_352
TM7[G-1]_sp_oral_taxon_353
TM7[G-1]_sp_oral_taxon_488
TM7[G-2]_sp_oral_taxon_350
TM7[G-3]_sp_oral_taxon_351
TM7[G-4]_sp_oral_taxon_355
TM7[G-5]_sp_oral_taxon_356
TM7[G-5]_sp_oral_taxon_437
TM7_Genus_probe
Tannerella_Genus_probe
Tannerella_forsythia
Tannerella_sp_oral_taxon_286
Tannerella_sp_oral_taxon_808
Tannerella_sp_oral_taxon_916
Treponema_Genus_probe_1
Treponema_Genus_probe_2
Treponema_Genus_probe_3
Treponema_Genus_probe_4
Treponema_Genus_probe_5
Treponema_Genus_probe_6
Treponema_amylovorum
Treponema_denticola
Treponema_lecithinolyticum
Treponema_maltophilum
Treponema_pallidum
Treponema_parvum
Treponema_pectinovorum
Treponema_putidum
Treponema_socranskii
Treponema_sp_oral_taxon_226
Treponema_sp_oral_taxon_227
Treponema_sp_oral_taxon_228
Treponema_sp_oral_taxon_230
Treponema_sp_oral_taxon_232
Treponema_sp_oral_taxon_234
Treponema_sp_oral_taxon_235
Treponema_sp_oral_taxon_236
Treponema_sp_oral_taxon_238
Treponema_sp_oral_taxon_239
Treponema_sp_oral_taxon_242
Treponema_sp_oral_taxon_246
Treponema_sp_oral_taxon_247
Treponema_sp_oral_taxon_249
Treponema_sp_oral_taxon_250
Treponema_sp_oral_taxon_252
Treponema_sp_oral_taxon_253
Treponema_sp_oral_taxon_254
Treponema_sp_oral_taxon_255
Treponema_sp_oral_taxon_256
Treponema_sp_oral_taxon_257
Treponema_sp_oral_taxon_258
Treponema_sp_oral_taxon_260
Treponema_sp_oral_taxon_262
Treponema_sp_oral_taxon_263
Treponema_sp_oral_taxon_264
Treponema_sp_oral_taxon_265
Treponema_sp_oral_taxon_268
Treponema_sp_oral_taxon_269
Treponema_sp_oral_taxon_270
Treponema_sp_oral_taxon_271
Treponema_sp_oral_taxon_490
Treponema_sp_oral_taxon_508
Treponema_sp_oral_taxon_517
Treponema_sp_oral_taxon_518
Treponema_vincentii
Turicella_otitidis
Unmatched Reads
Variovorax_paradoxus
Veillonella_Genus_probe_1
Veillonella_Genus_probe_2
Veillonella_atypica
Veillonella_denticariosi
Veillonella_dispar
Veillonella_parvula
Veillonella_rogosae
Veillonella_sp_oral_taxon_780
Veillonella_sp_oral_taxon_917
Veillonellaceae[G-1]_sp_oral_taxon_129
Veillonellaceae[G-1]_sp_oral_taxon_135
Veillonellaceae[G-1]_sp_oral_taxon_145
Veillonellaceae[G-1]_sp_oral_taxon_148
Veillonellaceae[G-1]_sp_oral_taxon_155
Veillonellaceae[G-1]_sp_oral_taxon_483
Veillonellaceae[G-1]_sp_oral_taxon_918
Veillonellaceae_Genus_probe_1
Veillonellaceae_Genus_probe_2
Veillonellaceae_Genus_probe_3
Yersinia_Genus_probe
